#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-06-13T08:16:57 [V1.97 (28-Nov-2012)]
#   In case of problem. please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51b97f734b13	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ._DEJ
#-sort=_r
#-nav=cat:II/237&tab:{II/237/colors}&cat:II/66&key:source=Ducati&HTTPPRM:&&-ref=VIZ51b97f734b13&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ._DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=II/237/colors
#-order=I
#-out=recno
#-out=Name
#-out=Doub
#-out=Var
#-out=r_SpType
#-out=SpType
#-out=RAJ1950
#-out=DEJ1950
#-out=Vmag
#-out=U-V
#-out=B-V
#-out=R-V
#-out=I-V
#-out=_RA.icrs
#-out=_DE.icrs
#Simbad=Simbad
#
#
#RESOURCE=yCat_2237
#Name: II/237
#Title: Stellar Photometry in Johnson's 11-color system (Ducati. 2002)
#Coosys	J1950:	eq_FK5 J1950
#Table	II_237_colors:
#Name: II/237/colors
#Title: Photometric data in the UBVRIJHKLMN colors
#Column	_RAJ2000	(A10)	Right ascension (FK5. Equinox=J2000.0) (computed by VizieR. not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A9)	Declination (FK5. Equinox=J2000.0) (computed by VizieR. not part of the original data)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number within the original table (starting from 1)	[ucd=meta.record]
#Column	Name	(a12)	star identification	[ucd=meta.id]
#Column	Doub	(A1)	[D13] D if double. 1 for component 1 of the system 3 for component 3 of the system	[ucd=meta.code.multip]
#Column	Var	(A1)	[V] V if variable	[ucd=meta.code;src.var]
#Column	r_SpType	(A1)	[MCYBK FGHPSTW] Source of spectral type (1)	[ucd=meta.ref;pos.frame]
#Column	SpType	(a15)	Spectral type/luminosity class	[ucd=src.spType]
#Column	RAJ1950	(A10)	Right ascension J1950	[ucd=pos.eq.ra;meta.main]
#Column	DEJ1950	(A9)	Declination J1950	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-V	(F5.2)	? (U-V) color index	[ucd=phot.color;em.opt.U;em.opt.V]
#Column	B-V	(F5.2)	? (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	R-V	(F5.2)	? (R-V) color index	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	I-V	(F6.2)	? (I-V) color index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	_RA.icrs	(A10)	Right ascension (ICRS) (computed by VizieR. not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A9)	Declination (ICRS) (computed by VizieR. not part of the original data)	[ucd=pos.eq.dec]                                                                                          
#Column Bad Phot *      * if bad photometry (use it only for astrometry)                                                                                                         
#Column CommonName
recno ;Name          ;  _RAJ2000  ; _DEJ2000 ; RAJ1950   ; DEJ1950   ; Vmag   ; U-V    ; B-V    ; R-V    ; I-V    ; Doub; Var ;r_SpTy; SpType         ; Bad Phot (*); CommonName
  2306;  HD 157857   ; 17 26 17.2; -10 59 32 ; 17 23 30.7; -10 56 59 ;    7.78;   -0.62;    0.17;        ;        ;     ;     ; B    ; O6.5 III (F)   ;  ;
  2307;  HD  13661   ; 02 14 53.1; +54 31 54 ; 02 11 28.1; +54 17 56 ;    7.79;    -0.7;   -0.01;        ;        ;     ;     ; B    ; B2   IV/V    e ;  ;
  2308;  HD  38262   ; 05 45 03.1; +13 34 34 ; 05 42 13.3; +13 33 23 ;    7.79;        ;        ;        ;        ;     ; V   ; K    ; F5-G5          ;  ;
  2309;  HD 218292   ; 23 06 38.8; +10 32 36 ; 23 04 08.0; +10 16 22 ;    7.79;    1.64;    1.28;   -2.92;   -5.44;     ; V   ; K    ; M6-M9        e ;  ;
  2310;  HD   1546   ; 00 19 54.1; +44 42 35 ; 00 17 15.0; +44 25 56 ;     7.8;        ;    4.43;        ;        ;     ; V   ; K    ; C4.5(N7)       ;  ;
  2311;  HD   5235   ; 00 54 53.8; +58 33 50 ; 00 51 55.0; +58 17 35 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; C7.1         e ;  ;
  2312;  HD  24607   ; 03 52 46.1; -45 50 07 ; 03 51 10.9; -45 58 58 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M6   III     e ;  ;
  2313;  HD  57770   ; 07 23 08.2; +13 05 29 ; 07 20 19.9; +13 11 19 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M4(S)E-M8      ;  ;
  2314;  HD 298731   ; 09 52 54.3; -54 10 42 ; 09 51 09.4; -53 56 32 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M9           e ;  ;
  2315;  HD  91590A  ; 10 33 32.5; -46 58 33 ; 10 31 25.3; -46 43 03 ;     7.8;        ;        ;        ;        ;     ;     ; M    ; A        Si   p;  ;
  2316;  HD 121447   ; 13 55 47.1; -18 14 56 ; 13 53 02.9; -18 00 16 ;     7.8;     3.7;    1.81;        ;        ;     ;     ; W    ; K7  :III:Ba3  p;  ;
  2317;  HD 132142   ; 14 55 16.3; +53 40 23 ; 14 53 45.5; +53 52 28 ;     7.8;    1.15;    0.79;   -0.67;   -1.11;     ;     ; B    ; K1   V         ;  ;
  2318;  HD 142641   ; 15 56 20.4; -18 18 34 ; 15 53 27.9; -18 09 54 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M4E-M8E        ;  ;
  2319;  HD 144782   ; 16 07 16.4; +09 55 49 ; 16 04 53.0; +10 03 47 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M3E-M6E        ;  ;
  2320;  HD 153167   ; 16 57 55.2; -02 45 22 ; 16 55 18.4; -02 40 48 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M5           e ;  ;
  2321;  HD 160496   ; 17 42 20.3; -43 45 12 ; 17 38 42.9; -43 43 47 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M4/6E-M7II     ;  ;
  2322;  HD 173291   ; 18 42 49.9; +36 57 31 ; 18 41 05.6; +36 54 29 ;     7.8;        ;    3.08;        ;        ;     ; V   ; K    ; C6.4(N4)       ;  ;
  2323;  HD 231195   ; 19 20 40.7; +14 25 08 ; 19 18 23.1; +14 19 27 ;     7.8;    2.95;    1.59;   -1.26;    -2.2;     ;     ; C    ; F5   Ia        ;  ;
  2324;  HD 188915   ; 19 57 33.7; -01 53 05 ; 19 54 58.0; -02 01 12 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M6-M9        e ;  ;
  2325;  HD 191612   ; 20 09 28.4; +35 44 00 ; 20 07 35.3; +35 35 07 ;     7.8;    -0.4;    0.27;        ;        ;     ;     ; B    ; O7.5 III(f)    ;  ;
  2326;  HD 200128   ; 21 02 20.4; -27 05 29 ; 20 59 22.5; -27 17 20 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M5-M8.5      e ;  ;
  2327;  HD 204045   ; 21 26 44.2; -29 51 06 ; 21 23 46.4; -30 04 08 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M3-M5.5      e ;  ;
  2328;  HD 212537   ; 22 25 40.8; -37 34 06 ; 22 22 46.1; -37 49 22 ;     7.8;        ;        ;        ;        ;     ; V   ; K    ; M1   Ia-M2Ib e ;  ;
  2329;  HD 112257   ; 12 55 08.2; +27 46 01 ; 12 52 42.7; +28 02 16 ;    7.81;    0.89;    0.67;        ;        ;     ;     ; B    ; G2   III       ;  ;
  2330;  HD 148562   ; 16 29 54.6; -24 58 43 ; 16 26 52.3; -24 52 13 ;    7.81;    0.27;    0.18;        ;        ;     ;     ; M    ; A2   V         ;  ;
  2331;  HD 149363   ; 16 34 28.2; -06 08 08 ; 16 31 47.9; -06 01 57 ;    7.81;   -0.75;    0.05;        ;        ;     ;     ; B    ; B0.5 III       ;  ;
  2332;  HD 199476   ; 20 51 39.6; +74 46 19 ; 20 52 04.3; +74 34 56 ;    7.81;    0.83;     0.7;   -0.56;   -0.95;     ;     ; C    ; G8   V         ;  ;
  2333;  HD  14488   ; 02 22 24.3; +57 06 34 ; 02 18 51.3; +56 52 55 ;    7.82;    4.55;    2.27;        ;        ;     ; V   ; K    ; M4   Iab       ;  ;
  2334;  HD  84610   ; 09 45 29.2; -37 44 01 ; 09 43 24.2; -37 30 09 ;    7.82;    1.82;    1.04;        ;        ;     ;     ; M    ; G8   II        ;  ;
  2335;  HD 165763   ; 18 08 28.4; -21 15 08 ; 18 05 28.7; -21 15 39 ;    7.82;   -0.66;   -0.28;        ;        ;     ;     ; C    ; WC6            ;  ;
  2336;  HD  24341   ; 03 54 50.6; +52 25 18 ; 03 51 03.2; +52 16 30 ;    7.83;    0.81;    0.68;   -0.53;   -0.93;     ;     ; B    ; G1   V         ;  ;
  2337;  HD  37903   ; 05 41 38.4; -02 15 30 ; 05 39 07.3; -02 16 56 ;    7.83;   -0.51;    0.11;   -0.19;   -0.31;     ;     ; B    ; B1.5 V         ;  ;
  2338;  HD   3029   ; 00 33 39.5; +20 26 02 ; 00 31 02.3; +20 09 30 ;    7.84;    0.35;    0.27;        ;        ;     ;     ;      ;                ;  ;
  2339;  HD  34454   ; 05 18 03.6; +13 24 50 ; 05 15 14.3; +13 21 42 ;    7.84;    3.27;    1.75;        ;        ;     ;     ; B    ; M2  :II/III    ;  ;
  2340;  HD  89201   ; 10 15 52.7; -57 22 29 ; 10 14 04.9; -57 07 30 ;    7.84;    0.32;    0.68;        ;        ;     ;     ; M    ; B1   Ia/Iab    ;  ;
  2341;  HD 104226   ; 12 00 09.1; -44 51 38 ; 11 57 35.7; -44 34 56 ;    7.84;    0.62;    0.55;        ;        ;     ;     ; M    ; F8   IV        ;  ;
  2342;  HD 110258   ; 12 41 26.5; -59 47 39 ; 12 38 33.0; -59 31 12 ;    7.84;    0.99;     0.6;        ;        ;     ; V   ; K    ; F8   Ib/II     ;  ;
  2343;  T   LYR     ; 18 32 20.0; +36 59 54 ; 18 30 36.1; +36 57 37 ;    7.84;        ;        ;        ;        ;     ; V   ; K    ; C6.5(R6)       ;  ;
  2344;  HD  52938 B ; 07 02 46.0; -08 27 07 ; 07 00 21.8; -08 22 41 ;    7.85;    3.67;    1.71;        ;        ;     ;     ;      ; CK3.5IIb       ;  ;
  2345;  HD 101712   ; 11 41 49.4; -63 24 51 ; 11 39 26.9; -63 08 12 ;    7.85;    2.58;    1.79;        ;        ;     ;     ; M    ; M3   Iab:      ;  ;
  2346;  HD 171094   ; 18 33 22.9; -14 06 26 ; 18 30 32.5; -14 08 45 ;    7.85;     4.5;    2.26;   -2.06;    -3.7;     ;     ; M    ; M1  (III)      ;  ;
  2347;  HD 189256   ; 19 57 12.7; +44 15 40 ; 19 55 35.7; +44 07 33 ;    7.85;    5.12;    3.43;        ;        ;     ; V   ; K    ; C4.5(N6)       ;  ;
  2348;  HD  28344   ; 04 28 47.8; +17 17 06 ; 04 25 55.0; +17 10 32 ;    7.86;    0.71;    0.59;    -0.5;   -0.79;     ;     ; B    ; G0   V         ;  ;
  2349;  HD  40259   ; 05 57 48.6; +02 03 53 ; 05 55 12.5; +02 03 38 ;    7.86;    0.32;    0.38;        ;        ;     ;     ; C    ; F0   V         ;  ;
  2350;  HD  48279   ; 06 42 40.4; +01 42 56 ; 06 40 04.7; +01 45 56 ;    7.86;    -0.6;    0.17;        ;        ;     ;     ; B    ; O8   V         ;  ;
  2351;  HD  89841   ; 10 20 42.0; -55 19 20 ; 10 18 49.0; -55 04 12 ;    7.86;        ;        ;        ;        ;     ; V   ; K    ; F5-G3Ib/II     ;  ;
  2352;  HD 143118B  ; 16 00 07.6; -38 23 32 ; 15 56 48.3; -38 15 05 ;    7.86;        ;        ;        ;        ;     ;     ; G    ; A5   V        p;  ;
  2353;  HD  15558   ; 02 32 42.4; +61 27 20 ; 02 28 53.9; +61 14 07 ;    7.87;   -0.05;     0.5;   -0.53;   -0.93;     ;     ; B    ; O5   III  f    ;  ;
  2354;  HD 116119   ; 13 22 55.6; -62 00 43 ; 13 19 38.5; -61 45 03 ;    7.87;    0.66;    0.71;        ;        ;     ;     ; M    ; B9.5 Ia        ;  ;
  2355;  HD  14270   ; 02 20 29.0; +56 59 35 ; 02 16 57.0; +56 45 51 ;    7.88;    4.82;    2.28;        ;        ;     ; V   ; B    ; M3   Iab       ;  ;
  2356;  HD  46040   ; 06 29 12.1; -40 22 48 ; 06 27 34.7; -40 20 44 ;    7.88;    2.39;    1.25;        ;        ;     ;     ; M    ; K0       Ba   p;  ;
  2357;  HD  36981   ; 05 35 06.1; -05 12 14 ; 05 32 38.4; -05 14 08 ;    7.89;   -0.73;   -0.13;        ;        ;     ;     ; B    ; B5   V         ;  ;
  2358;  HD 161961   ; 17 48 36.8; -02 11 44 ; 17 46 00.5; -02 10 49 ;    7.89;   -0.44;    0.23;        ;        ;     ;     ; B    ; B0.5 III       ;  ;
  2359;  HD 178695   ; 19 09 15.9; +10 33 05 ; 19 06 54.0; +10 28 12 ;    7.89;    1.87;    1.16;        ;        ;     ; V   ; K    ; F5-F9Ia        ;  ;
  2360;  HD   5303   ; 00 53 04.8; -74 39 06 ; 00 51 26.6; -74 55 22 ;     7.9;        ;        ;        ;        ;     ;     ; M    ; G2/5 V + F0    ;  ;
  2361;  HD  13669   ; 02 15 02.5; +55 47 34 ; 02 11 35.0; +55 33 37 ;     7.9;   -0.06;    0.35;        ;        ;     ;     ; B    ; B3   IV/V      ;  ;
  2362;  HD  14528   ; 02 22 51.7; +58 35 12 ; 02 19 15.1; +58 21 34 ;     7.9;    5.32;    2.65;        ;        ;     ; V   ; K    ; M3-M7Ia      e ;  ;
  2363;  HD  34448   ; 05 15 04.9; -46 55 12 ; 05 13 41.3; -46 58 30 ;     7.9;        ;        ;        ;        ;     ; V   ; K    ; M6   III     e ;  ;
  2364;  HD  37806   ; 05 41 02.2; -02 43 00 ; 05 38 31.6; -02 44 28 ;     7.9;   -0.23;    0.03;        ;        ;     ;     ; C    ; A0             ;  ;
  2365;  HD  39033   ; 05 49 58.2; +00 09 12 ; 05 47 24.3; +00 08 23 ;     7.9;        ;        ;   -0.13;   -0.25;     ;     ; C    ; B9             ;  ;
  2366;  HD  53191A  ; 07 00 16.6; -60 51 46 ; 06 59 38.5; -60 47 27 ;     7.9;        ;        ;        ;        ;     ;     ; M    ; A0   V         ;  ;
  2367;  HD  78522   ; 09 07 50.6; -32 02 15 ; 09 05 45.4; -31 50 06 ;     7.9;     2.8;    1.37;        ;        ;     ;     ; M    ; K1.5 II        ;  ;
  2368;  HD  82084   ; 09 26 53.3; -63 37 47 ; 09 25 42.9; -63 24 42 ;     7.9;        ;        ;        ;        ;     ; V   ; K    ; F7-8           ;  ;
  2369;  HD  84800   ; 09 48 44.7; +43 39 57 ; 09 45 35.9; +43 53 56 ;     7.9;    0.22;     0.1;    -0.1;   -0.13;     ;     ; B    ; A2   II        ;  ;
  2370;  HD  95687   ; 11 01 35.6; -61 02 55 ; 10 59 32.7; -60 46 46 ;     7.9;        ;        ;        ;        ;     ;     ; M    ; M2   Ib        ;  ;
  2371;  HD  97485   ; 11 12 10.5; -61 45 20 ; 11 10 03.0; -61 29 00 ;     7.9;    1.59;    0.93;        ;        ;     ; V   ; K    ; F8-K2Iab-I     ;  ;
  2372;  HD 113659   ; 13 06 32.3; -65 04 48 ; 13 03 18.6; -64 48 46 ;     7.9;        ;        ;        ;        ;     ;     ; M    ; O8/9(III)      ;  ;
  2373;  HD 129004   ; 14 39 15.8; +32 32 22 ; 14 37 09.3; +32 45 15 ;     7.9;        ;        ;        ;        ;     ; V   ; K    ; M5-M7        e ;  ;
  2374;  HD 142468   ; 15 57 24.5; -54 19 54 ; 15 53 31.3; -54 11 16 ;     7.9;    0.17;    0.58;        ;        ;     ;     ; M    ; B1   Ia/Iab    ;  ;
  2375;  HD 147889   ; 16 25 24.3; -24 27 55 ; 16 22 22.9; -24 21 07 ;     7.9;    0.66;    0.83;        ;        ;     ;     ; M    ; B2   V         ;  ;
  2376;  HD 148260   ; 16 28 48.2; -45 02 02 ; 16 25 13.1; -44 55 26 ;     7.9;   -0.02;    0.44;        ;        ;     ;     ; M    ; B1   Ib        ;  ;
  2377;  HD 151346   ; 16 47 46.5; -23 58 25 ; 16 44 44.6; -23 53 08 ;     7.9;    0.22;    0.41;        ;        ;     ;     ; M    ; B8   II        ;  ;
  2378;  HD 173058   ; 18 43 43.7; -07 43 50 ; 18 41 01.0; -07 46 54 ;     7.9;        ;        ;        ;        ;     ; V   ; K    ; F6-G0          ;  ;
  2379;  HD 176124   ; 18 59 23.7; -19 16 40 ; 18 56 27.3; -19 20 51 ;     7.9;        ;    1.62;        ;        ;     ;     ; M    ; M3   III       ;  ;
  2380;  HD 199003   ; 20 56 24.6; -54 19 13 ; 20 52 43.3; -54 30 45 ;     7.9;        ;        ;        ;        ;     ; V   ; K    ; M6-M8II      e ;  ;
  2381;  HD 225095   ; 00 03 27.1; +55 33 02 ; 00 00 52.5; +55 16 20 ;    7.91;   -0.76;   -0.02;        ;        ;     ;     ; C    ; B2   IV     ne ;  ;
  2382;  HD  93247   ; 10 44 57.3; -56 17 24 ; 10 42 56.0; -56 01 36 ;    7.91;    1.54;    0.82;        ;        ;     ; V   ; K    ; F6-G5II        ;  ;
  2383;  HD 192641   ; 20 14 31.6; +36 39 39 ; 20 12 39.3; +36 30 27 ;    7.91;   -0.11;    0.29;        ;        ;     ; V   ; B    ; WC 7           ;  ;
  2384;  HD  82221   ; 09 29 43.3; -33 18 38 ; 09 27 36.4; -33 05 26 ;    7.92;    2.58;    1.31;        ;        ;     ;     ; M    ; K1       Ba   p;  ;
  2385;  HD 125206   ; 14 20 09.0; -61 04 53 ; 14 16 27.0; -60 51 08 ;    7.92;   -0.45;    0.26;        ;        ;     ;     ; M    ; O9.5 V         ;  ;
  2386;  HD 177441   ; 19 04 39.3; +01 18 22 ; 19 02 07.0; +01 13 48 ;    7.92;        ;        ;        ;        ;     ; V   ; K    ; F7-K1          ;  ;
  2387;  HD  46106   ; 06 31 38.3; +05 01 34 ; 06 28 58.7; +05 03 46 ;    7.93;    -0.6;    0.15;   -0.17;   -0.27;     ;     ; B    ; B0   V         ;  ;
  2388;  HD  46573   ; 06 34 23.6; +02 32 02 ; 06 31 46.9; +02 34 26 ;    7.93;   -0.32;    0.34;        ;        ;     ;     ; B    ; O7.5 V    f    ;  ;
  2389;  HD  47777   ; 06 40 42.3; +09 39 21 ; 06 37 57.3; +09 42 12 ;    7.93;   -0.98;   -0.14;        ;        ;     ;     ; C    ; B3   V         ;  ;
  2390;  HD  49296 B ; 06 47 22.7; -09 57 43 ; 06 45 00.4; -09 54 22 ;    7.93;        ;     1.7;        ;        ;     ;     ; C    ; M          :   ;  ;
  2391;  HD 106414   ; 12 14 31.6; -51 31 55 ; 12 11 53.1; -51 15 14 ;    7.93;    6.12;    2.82;        ;        ;     ; V   ; K    ; C(NB)          ;  ;
  2392;  HD 114519   ; 13 10 37.0; +35 56 04 ; 13 08 17.8; +36 12 01 ;    7.93;    0.64;    0.58;        ;        ;     ; V   ; K    ; F4   IV/V+K0I  ;  ;
  2393;  HD 204827   ; 21 28 57.6; +58 44 22 ; 21 27 31.3; +58 31 12 ;    7.94;    0.69;     0.8;   -0.69;   -1.18;     ;     ; B    ; B0   V         ;  ;
  2394;  HD  44965   ; 06 25 13.1; +11 41 01 ; 06 22 25.6; +11 42 45 ;    7.95;   -0.14;    0.29;   -0.33;   -0.48;     ;     ; C    ; B3   II        ;  ;
  2395;  HD  58061   ; 07 22 58.4; -25 46 03 ; 07 20 54.8; -25 40 12 ;    7.95;    4.06;    2.24;        ;        ;     ; V   ; C    ; M3/M4III:      ;  ;
  2396;  HD 190788 B ; 20 05 50.1; +25 36 02 ; 20 03 43.7; +25 27 23 ;    7.95;    4.49;    2.28;   -2.17;   -3.96;     ;     ; B    ; M3   Ib        ;  ;
  2397;  HD  14330   ; 02 20 59.7; +57 09 30 ; 02 17 27.1; +56 55 47 ;    7.96;    4.79;    2.24;        ;        ;     ; V   ; B    ; M1   Iab       ;  ;
  2398;  HD  36395   ; 05 31 24.8; -03 38 53 ; 05 28 55.3; -03 41 03 ;    7.96;    2.68;    1.48;        ;        ;     ;     ; C    ; M1.5 V         ;  ;
  2399;  HD  36605   ; 05 32 49.6; -00 42 45 ; 05 30 16.7; -00 44 49 ;    7.96;   -0.12;    0.08;        ;        ;     ;     ; C    ; B9             ;  ;
  2400;  HD  37021B  ; 05 35 16.0; -05 23 36 ; 05 32 48.6; -05 25 29 ;    7.96;   -0.25;    0.24;        ;        ;     ; V   ; Y    ; B0   V         ;  ;
  2401;  HD 166107   ; 18 10 08.1; -23 46 34 ; 18 07 05.0; -23 47 12 ;    7.96;   -0.67;    0.08;        ;        ;     ;     ; M    ; B2   V         ;  ;
  2402;  HD 179494   ; 19 12 47.8; +03 33 32 ; 19 10 18.0; +03 28 24 ;    7.96;        ;        ;        ;        ;     ; V   ; K    ; F8-G2          ;  ;
  2403;  HD  49977   ; 06 50 26.3; -14 06 47 ; 06 48 09.0; -14 03 13 ;    7.97;   -0.39;     0.2;        ;        ;     ;     ; M    ; B6          ne ;  ;
  2404;  HD  89137   ; 10 15 39.9; -51 15 24 ; 10 13 42.9; -51 00 26 ;    7.97;   -0.95;   -0.04;        ;        ;     ;     ; M    ; B2   II        ;  ;
  2405;  HD 103036   ; 11 51 50.2; -05 45 40 ; 11 49 16.7; -05 28 59 ;    7.97;        ;        ;        ;        ;     ; V   ; K    ; G3   Ib       p;  ;
  2406;  HD 115455   ; 13 18 35.4; -62 29 27 ; 13 15 19.6; -62 13 41 ;    7.97;   -0.57;     0.2;        ;        ;     ;     ; M    ; O8             ;  ;
  2407;  HD  14947   ; 02 26 46.8; +58 52 32 ; 02 23 07.9; +58 39 04 ;    7.98;   -0.15;    0.46;        ;        ;     ;     ; B    ; O5.5      f    ;  ;
  2408;  HD 151564   ; 16 50 01.4; -41 37 16 ; 16 46 31.3; -41 32 07 ;    7.98;   -0.61;    0.12;        ;        ;     ;     ; M    ; B0   III       ;  ;
  2409;  HD  39680   ; 05 54 44.6; +13 51 15 ; 05 51 54.4; +13 50 46 ;    7.99;   -0.94;    0.02;        ;        ;     ;     ; B    ; O6.5 V      ne ;  ;
  2410;  HD  86986   ; 10 02 29.0; +14 33 33 ; 09 59 46.6; +14 48 03 ;    7.99;    0.28;    0.12;        ;        ;     ;     ; C    ; A1  V          ;  ;
  2411;  HD 168571   ; 18 21 08.9; -17 22 52 ; 18 18 14.3; -17 24 18 ;    7.99;    0.11;    0.52;   -0.51;   -0.93;     ;     ; M    ; B1   Iab/Ib    ;  ;
  2412;  HD 170938   ; 18 32 37.7; -15 42 04 ; 18 29 45.3; -15 44 20 ;    7.99;    0.59;    0.85;   -0.71;   -1.54;     ;     ; M    ; B1   Ia        ;  ;
  2413;  HD 225217   ; 00 04 36.3; +43 33 05 ; 00 02 01.7; +43 16 23 ;       8;       7;     2.5;        ;        ;     ; V   ; K    ; C6.4(NB)       ;  ;
  2414;  HD   5774   ; 00 57 17.2; -74 59 30 ; 00 55 44.9; -75 15 42 ;       8;        ;        ;        ;        ;     ; V   ; K    ; M3-M7        e ;  ;
  2415;  HD  14404   ; 02 21 42.5; +57 51 47 ; 02 18 08.1; +57 38 06 ;       8;    4.84;    2.31;   -1.87;    -3.4;     ; V   ; B    ; M2   Iab       ;  ;
  2416;  U   MEN     ; 04 09 36.0; -81 51 17 ; 04 14 01.4; -81 58 53 ;       8;        ;        ;        ;        ;     ; V   ; K    ; M            e ;  ;
  2417;  HD  30240   ; 04 44 47.0; -26 46 06 ; 04 42 45.2; -26 51 33 ;       8;    1.53;    0.95;        ;        ;     ;     ; M    ; K1   II        ;  ;
  2418;  HD  46380   ; 06 32 43.2; -07 30 31 ; 06 30 18.2; -07 28 14 ;       8;   -0.12;    0.43;        ;        ;     ;     ; B    ; B2   V      ne ;  ;
  2419;  HD  61789   ; 07 41 19.4; +08 23 09 ; 07 38 36.7; +08 30 12 ;       8;        ;        ;        ;        ;     ; V   ; K    ; M4           e ;  ;
  2420;  HD  62045   ; 07 43 02.5; +23 26 57 ; 07 40 02.5; +23 34 07 ;       8;        ;        ;        ;        ;     ; V   ; K    ; M4-M8        e ;  ;
  2421;  HD  63334   ; 07 49 18.1; +23 44 04 ; 07 46 18.1; +23 51 38 ;       8;        ;        ;        ;        ;     ; V   ; K    ; S1.5.5E-S9     ;  ;
  2422;  HD  78000   ; 09 05 06.0; -25 04 50 ; 09 02 53.9; -24 52 49 ;       8;        ;        ;        ;        ;     ; V   ; K    ; M3-M5        e ;  ;
  2423;  Y   VEL     ; 09 29 01.7; -52 10 48 ; 09 27 20.7; -51 57 38 ;       8;        ;        ;        ;        ;     ; V   ; K    ; M8E-M9.5       ;  ;
  2424;  HD 114737   ; 13 13 45.4; -63 35 10 ; 13 10 30.3; -63 19 17 ;       8;   -0.57;    0.19;        ;        ;     ;     ; M    ; O9  (III)      ;  ;
  2425;  HD 128279   ; 14 36 48.1; -29 06 28 ; 14 33 51.2; -28 53 27 ;       8;    0.64;    0.63;        ;        ;     ;     ; M    ; G        w     ;  ;
  2426;  HD 129355   ; 14 41 13.3; +31 34 18 ; 14 39 06.1; +31 47 05 ;       8;    2.23;    1.34;        ;        ;     ; V   ; C    ; M5   III       ;  ;
  2427;  HD 144018   ; 16 04 34.7; -24 06 34 ; 16 01 35.0; -23 58 25 ;       8;        ;        ;        ;        ;     ; V   ; K    ; M3E-M4E        ;  ;
  2428;  HD 151592   ; 16 49 03.7; -19 27 39 ; 16 46 07.6; -19 22 28 ;       8;        ;        ;        ;        ;     ; V   ; K    ; M3E-M7         ;  ;
  2429;  HD 162120A  ; 17 50 41.1; -29 16 42 ; 17 47 30.0; -29 15 54 ;       8;        ;        ;        ;        ;     ;     ; M    ; A2   V         ;  ;
  2430;  HD 192388   ; 20 14 03.6; +16 43 34 ; 20 11 46.6; +16 34 25 ;       8;     2.2;    1.09;        ;        ;     ; V   ; K    ; G0   Ib-G8Ib   ;  ;
  2431;  HD 193576   ; 20 19 32.4; +38 43 54 ; 20 17 42.6; +38 34 24 ;       8;    0.15;    0.53;        ;        ;     ;     ; B    ; WN 6  A        ;  ;
  2432;  BD+39  4208 ; 20 28 50.6; +39 58 55 ; 20 27 01.5; +39 48 52 ;       8;       5;     2.6;   -2.68;   -4.75;     ; V   ; K    ; M3   Ia/Iab    ;  ;
  2433;  HD 209400   ; 22 03 43.2; -28 03 01 ; 22 00 51.9; -28 17 34 ;       8;        ;        ;        ;        ;     ; V   ; K    ; M3-M5II      e ;  ;
  2434;  HD 221650   ; 23 33 40.0; +48 49 07 ; 23 31 15.4; +48 32 32 ;       8;    0.86;    1.35;        ;        ;     ; V   ; K    ; M2   III+B1EQ  ;  ;
  2435;  HD 156201   ; 17 17 45.3; -35 13 24 ; 17 14 25.3; -35 10 13 ;    8.01;    0.33;    0.69;    -0.7;        ;     ;     ; M    ; B0.5 Ia/Iab    ;  ;
  2436;  HD 186841   ; 19 45 54.0; +24 05 46 ; 19 43 47.0; +23 58 23 ;    8.01;    0.54;    0.85;   -0.78;    -1.3;     ;     ; B    ; B1   Ia        ;  ;
